id,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,total_points,in_dreamteam,now_cost,ep_this,ep_next,selected_by_percent,expected_goals_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,starts_per_90,clean_sheets_per_90,name,team_name,position
13,false,90,0,0,1,0,0,0,0,0,0,0,0,16,15.0,24.0,15.0,5.4,1,0.02,0.06,0.08,0.47,0,0,0,0,0,0,0,3,false,82,4.0,4.5,5.2,0.2,0.47,0.73,0.68,1.04,0.47,Martin Ødegaard,Arsenal,MID
14,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,44,1.0,1.0,1.2,0.0,0.0,2.33,2.38,1.0,0.1,Aaron Ramsdale,Southampton,GKP
15,false,90,0,0,1,0,0,0,0,0,0,3,1,28,28.0,0.0,0.0,2.8,1,0.00,0.00,0.00,0.47,0,0,0,0,0,0,0,8,false,55,4.5,5.0,26.3,0.0,0.0,0.85,0.83,1.0,0.38,David Raya Martin,Arsenal,GKP
16,false,84,0,0,1,0,0,0,0,0,0,0,0,9,6.6,13.4,8.0,2.8,1,0.09,0.05,0.14,0.32,0,0,0,0,0,0,0,3,false,62,6.5,7.0,2.9,0.08,0.29,0.82,0.92,1.04,0.38,Declan Rice,Arsenal,MID
17,false,79,1,1,1,0,0,0,0,1,0,0,2,42,64.2,61.7,78.0,20.4,1,0.35,0.37,0.72,0.32,0,0,0,0,0,0,0,12,true,102,0.0,0.2,8.6,0.3,0.7,0.75,0.92,1.14,0.43,Bukayo Saka,Arsenal,MID
18,false,90,0,0,1,0,0,0,0,0,0,0,0,26,14.8,0.9,0.0,1.6,1,0.00,0.00,0.00,0.47,0,0,0,0,0,0,0,6,false,62,5.5,6.0,23.0,0.08,0.11,0.8,0.76,1.03,0.42,William Saliba,Arsenal,DEF
19,false,63,0,0,1,0,0,0,0,0,0,0,0,11,4.0,3.8,0.0,0.8,1,0.00,0.00,0.00,1.50,0,0,0,0,0,0,0,3,false,51,2.5,2.0,8.2,0.21,0.3,0.99,1.2,1.15,0.37,Emile Smith Rowe,Fulham,MID
20,false,90,0,0,1,0,0,0,0,0,0,0,0,16,14.4,43.6,1.0,5.9,1,0.06,0.06,0.12,0.47,0,0,0,0,0,0,0,3,false,49,2.0,2.5,0.8,0.07,0.16,0.9,0.91,0.99,0.29,Thomas Partey,Arsenal,MID
21,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,43,1.0,1.5,0.0,0.25,0.58,1.41,0.0,0.0,0.0,Kieran Tierney,Arsenal,DEF
22,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,48,0.0,0.0,0.0,2.7,2.7,0.6,0.0,0.0,0.0,Tomiyasu Takehiro,Arsenal,DEF
23,false,10,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.3,0.0,0.5,0,0.00,0.00,0.00,0.15,0,0,0,0,0,0,0,1,false,68,2.0,2.5,3.1,0.22,0.37,0.76,0.85,1.0,0.43,Leandro Trossard,Arsenal,MID
24,false,90,0,0,1,0,0,0,0,0,0,0,0,22,5.8,1.3,8.0,1.5,1,0.07,0.06,0.13,0.47,0,0,0,0,0,0,0,6,false,61,0.0,0.5,2.1,0.02,0.06,1.28,0.9,0.9,0.38,Benjamin White,Arsenal,DEF
25,false,68,0,0,1,0,0,0,0,0,0,0,0,22,7.2,4.9,6.0,1.8,1,0.00,0.04,0.04,0.32,0,0,0,0,0,0,0,6,false,48,0.0,0.5,0.9,0.05,0.09,0.64,0.0,0.62,0.62,Oleksandr Zinchenko,Arsenal,DEF
26,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,42,0.5,0.5,0.4,0.02,0.11,1.26,1.66,1.11,0.33,Álex Moreno Lopera,Nott'm Forest,DEF
27,false,19,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.1,22.0,2.3,0,0.19,0.00,0.19,0.00,0,0,0,0,0,0,0,1,false,49,0.5,0.5,1.3,0.38,0.42,2.51,2.16,0.85,0.08,Cameron Archer,Southampton,FWD
28,false,73,0,0,0,1,0,0,0,1,0,0,0,1,0.0,30.5,13.0,4.2,1,0.21,0.21,0.42,1.39,0,0,0,0,0,0,0,1,false,62,0.0,1.0,0.8,0.14,0.37,1.11,1.51,1.11,0.16,Leon Bailey,Aston Villa,MID
29,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,52,0.0,0.0,0.2,0.28,0.35,0.89,1.49,0.5,0.17,Ross Barkley,Aston Villa,MID
30,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enzo Barrenechea,Aston Villa,MID
31,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,51,0.0,0.0,0.1,0.66,0.69,2.3,2.02,0.0,0.0,Emiliano Buendía Stati,Aston Villa,MID
32,false,81,0,0,0,1,0,0,0,0,0,0,0,7,9.0,12.4,2.0,2.3,1,0.00,0.01,0.01,1.41,0,0,0,0,0,0,0,2,false,44,0.0,0.0,0.9,0.01,0.07,1.36,1.16,1.03,0.13,Matty Cash,Aston Villa,DEF
33,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,45,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Leander Dendoncker,Aston Villa,MID
34,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moussa Diaby,Aston Villa,MID
35,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,45,0.0,0.0,0.3,0.07,0.08,1.29,1.63,0.87,0.22,Diego Carlos Santos Silva,Aston Villa,DEF
36,false,73,0,0,0,1,0,0,0,0,0,0,0,14,14.4,19.2,0.0,3.4,1,0.00,0.13,0.13,1.39,0,0,0,0,0,0,0,2,false,45,0.0,6.0,6.3,0.03,0.19,1.39,1.49,1.09,0.17,Lucas Digne,Aston Villa,DEF
37,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lewis Dobbin,Aston Villa,MID
38,false,28,1,0,0,0,0,0,0,0,0,0,1,30,34.4,2.1,23.0,6.0,0,0.38,0.00,0.38,1.17,0,0,0,0,0,0,0,6,false,57,0.0,0.0,1.7,0.74,0.77,1.44,2.03,0.58,0.29,Jhon Durán,Aston Villa,FWD
39,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,40,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Joe Gauci,Aston Villa,GKP
40,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,39,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,Kortney Hause,Aston Villa,DEF
41,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samuel Iling-Junior,Aston Villa,MID
42,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,50,0.0,1.0,0.0,0.02,0.05,1.27,1.5,1.09,0.17,Boubacar Kamara,Aston Villa,MID
43,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kaine Kesler-Hayden,Aston Villa,DEF
44,false,90,0,0,0,1,0,0,0,0,0,0,0,10,13.4,14.1,7.0,3.5,1,0.07,0.01,0.08,2.46,0,0,0,0,0,0,0,2,false,44,0.0,7.0,5.0,0.03,0.05,1.42,1.62,1.04,0.12,Ezri Konsa Ngoyo,Aston Villa,DEF
45,false,16,0,0,0,0,0,0,0,0,0,0,0,5,8.8,10.5,0.0,1.9,0,0.00,0.04,0.04,1.06,0,0,0,0,0,0,0,1,false,45,0.0,0.0,1.2,0.04,0.29,1.48,1.79,0.6,0.0,Ian Maatsen,Aston Villa,DEF
46,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Filip Marschall,Aston Villa,GKP
47,false,90,0,0,0,1,0,0,0,0,0,3,0,11,25.8,0.0,0.0,2.6,1,0.00,0.00,0.00,2.46,0,0,0,0,0,0,0,3,false,50,0.0,0.0,11.0,0.0,0.0,1.36,1.52,1.04,0.11,Emiliano Martínez Romero,Aston Villa,GKP
48,false,61,0,0,0,1,0,0,0,0,0,0,0,6,1.6,2.6,15.0,1.9,1,0.30,0.01,0.31,1.28,0,0,0,0,0,0,0,2,false,52,0.0,2.0,0.6,0.1,0.21,1.48,1.62,1.12,0.2,John McGinn,Aston Villa,MID
49,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,44,0.0,8.0,0.2,0.08,0.1,1.19,1.04,0.92,0.23,Tyrone Mings,Aston Villa,DEF
50,false,8,0,0,0,0,0,0,0,0,0,0,0,6,4.2,0.3,0.0,0.5,0,0.00,0.00,0.00,1.04,0,0,0,0,0,0,0,1,false,39,0.0,0.0,0.6,0.0,0.01,1.66,2.98,0.0,0.0,Kosta Nedeljković,Aston Villa,DEF
51,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,45,0.0,7.0,0.1,0.0,0.0,1.88,2.0,0.5,0.5,Robin Olsen,Aston Villa,GKP
52,false,90,0,0,0,1,0,0,0,0,0,0,0,17,29.2,1.9,0.0,3.1,1,0.00,0.01,0.01,2.46,0,0,0,0,0,0,0,2,false,42,0.0,0.0,0.7,0.03,0.05,1.31,1.68,1.05,0.12,Pau Torres,Aston Villa,DEF
53,false,28,0,1,0,0,0,0,0,0,0,0,0,18,18.4,12.3,7.0,3.8,0,0.06,0.13,0.19,1.17,0,0,0,0,0,0,0,4,false,54,0.0,6.0,0.4,0.09,0.22,1.45,1.66,1.08,0.14,Jacob Ramsey,Aston Villa,MID
54,false,90,0,0,0,1,0,0,0,0,0,0,0,14,17.8,23.3,16.0,5.7,1,0.21,0.08,0.29,2.46,0,0,0,0,0,0,0,2,false,55,0.0,3.0,16.2,0.18,0.31,1.38,1.39,1.08,0.19,Morgan Rogers,Aston Villa,MID
55,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Viljami Sinisalo,Aston Villa,GKP
56,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lino da Cruz Sousa,Aston Villa,DEF
57,false,90,0,1,0,1,0,0,0,0,0,0,2,33,32.4,42.5,4.0,7.9,1,0.18,0.24,0.42,2.46,0,0,0,0,0,0,0,7,false,55,0.0,3.0,1.2,0.09,0.27,1.34,1.45,1.05,0.14,Youri Tielemans,Aston Villa,MID
58,false,61,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.2,4.0,0.3,1,0.00,0.00,0.00,1.28,0,0,0,0,0,0,0,2,false,89,0.0,6.8,17.9,0.6,0.67,1.35,1.54,1.1,0.31,Ollie Watkins,Aston Villa,FWD
59,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,43,0.0,0.0,0.1,0.0,0.01,0.3,0.0,1.07,1.07,Max Aarons,Bournemouth,DEF
60,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,49,2.5,2.5,0.1,0.06,0.09,1.47,1.53,0.94,0.22,Tyler Adams,Bournemouth,MID
61,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,45,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Jaidon Anthony,Bournemouth,MID
62,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,49,1.5,1.5,0.0,0.27,0.45,1.68,1.12,1.0,0.25,David Brooks,Bournemouth,MID
63,false,27,0,0,0,0,0,0,0,0,0,0,0,5,3.6,1.1,2.0,0.7,0,0.00,0.01,0.01,0.28,0,0,0,0,0,0,0,1,false,49,2.5,2.5,0.2,0.09,0.21,1.28,1.18,1.14,0.35,Ryan Christie,Bournemouth,MID
64,false,83,0,0,0,1,0,0,0,1,0,0,0,12,10.8,16.0,0.0,2.7,1,0.00,0.21,0.21,1.04,0,0,0,0,0,0,0,1,false,50,2.5,2.5,0.2,0.02,0.14,1.38,1.28,0.98,0.15,Lewis Cook,Bournemouth,MID
65,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,54,0.0,0.0,0.1,0.74,0.81,1.74,0.82,0.55,0.55,Enes Ünal,Bournemouth,FWD
66,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romain Faivre,Bournemouth,MID
67,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hamed Traorè,Bournemouth,MID
68,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,39,1.0,1.0,0.6,0.06,0.11,1.76,1.71,1.29,0.21,James Hill,Bournemouth,DEF
69,false,21,0,0,0,0,0,0,0,0,0,0,0,4,3.2,10.6,2.0,1.6,0,0.00,0.00,0.00,0.28,0,0,0,0,0,0,0,1,false,45,1.0,1.0,1.1,0.31,0.49,2.7,1.48,0.0,0.0,Daniel Jebbison,Bournemouth,FWD
70,false,90,0,0,0,1,0,0,0,1,0,0,0,5,12.0,12.7,2.0,2.7,1,0.00,0.01,0.01,1.30,0,0,0,0,0,0,0,1,false,52,4.5,4.5,18.7,0.02,0.09,1.37,1.28,1.03,0.21,Milos Kerkez,Bournemouth,DEF
71,false,26,0,0,0,0,0,0,0,1,0,0,0,0,1.8,6.7,6.0,1.5,0,0.00,0.02,0.02,0.28,0,0,0,0,0,0,0,0,false,63,4.0,4.0,35.6,0.45,0.6,1.31,1.21,1.12,0.47,Justin Kluivert,Bournemouth,MID
72,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Mepham,Bournemouth,DEF
73,false,90,0,0,0,1,0,0,0,0,0,7,0,17,47.0,0.0,0.0,4.7,1,0.00,0.00,0.00,1.30,0,0,0,0,0,0,0,4,false,41,0.0,0.5,0.7,0.0,0.0,1.46,1.0,1.0,0.0,Norberto Murara Neto,Arsenal,GKP
74,false,68,0,0,0,1,0,0,0,0,0,0,0,8,8.2,3.0,11.0,2.2,1,0.22,0.01,0.23,1.02,0,0,0,0,0,0,0,2,false,51,1.5,1.5,4.0,0.43,0.59,1.5,1.01,0.89,0.3,Dango Ouattara,Bournemouth,MID
75,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex Paulsen,Bournemouth,GKP
76,false,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.26,0,0,0,0,0,0,0,1,false,48,0.0,0.0,0.0,0.28,0.78,1.71,2.05,0.51,0.0,Philip Billing,Bournemouth,MID
77,false,62,0,0,0,1,0,0,0,0,0,0,0,11,22.8,12.8,0.0,3.6,1,0.00,0.01,0.01,1.02,0,0,0,0,0,0,0,2,false,47,1.0,1.0,0.0,0.06,0.16,1.43,1.21,0.49,0.24,Alex Scott,Bournemouth,MID
78,false,90,1,0,0,1,0,0,0,0,0,0,1,25,39.0,6.7,53.0,9.9,1,0.44,0.04,0.48,1.30,0,0,0,0,0,0,0,8,false,57,1.5,1.5,9.0,0.29,0.43,1.33,1.2,1.02,0.26,Antoine Semenyo,Bournemouth,MID
79,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,46,0.1,0.5,0.3,0.08,0.12,1.18,1.47,1.08,0.1,Marcos Senesi,Bournemouth,DEF
80,false,63,0,0,0,1,0,0,0,0,0,0,0,7,7.0,1.8,23.0,3.2,1,0.15,0.02,0.17,1.02,0,0,0,0,0,0,0,2,false,48,1.5,1.1,0.1,0.46,0.97,1.6,1.57,0.39,0.0,Luis Sinisterra,Bournemouth,MID
81,false,62,0,0,0,1,0,0,0,0,0,0,0,8,7.8,4.5,0.0,1.2,1,0.00,0.01,0.01,1.02,0,0,0,0,0,0,0,2,false,44,0.0,0.0,0.1,0.05,0.06,1.09,1.13,1.05,0.26,Adam Smith,Bournemouth,DEF
82,false,90,0,0,0,1,0,0,0,0,0,0,0,17,19.0,15.3,61.0,9.5,1,0.34,0.15,0.49,1.02,0,0,0,0,0,0,0,2,false,73,2.0,1.5,4.7,0.46,0.52,1.68,1.67,1.01,0.15,Dominic Solanke-Mitchell,Spurs,FWD
83,false,90,0,0,0,1,0,0,0,0,0,0,0,14,10.2,41.4,27.0,7.9,1,0.42,0.12,0.54,1.30,0,0,0,0,0,0,0,2,false,54,4.5,4.5,0.4,0.31,0.46,1.15,1.38,0.96,0.18,Marcus Tavernier,Bournemouth,MID
84,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,44,0.0,0.0,0.1,0.0,0.0,1.47,1.0,1.0,0.2,Mark Travers,Bournemouth,GKP
85,false,90,0,0,0,1,0,0,0,0,0,0,0,9,15.6,1.1,0.0,1.7,1,0.00,0.02,0.02,1.30,0,0,0,0,0,0,0,2,false,44,1.0,1.0,0.5,0.03,0.05,1.27,1.22,1.03,0.23,Illia Zabarnyi,Bournemouth,DEF
86,false,90,0,0,0,1,0,0,0,0,0,0,0,4,7.8,1.3,33.0,4.2,1,0.28,0.00,0.28,1.17,0,0,0,0,0,0,0,2,false,44,1.0,1.0,0.2,0.05,0.08,1.35,1.42,1.12,0.15,Kristoffer Ajer,Brentford,DEF
87,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,44,-0.5,-0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Ethan Brierley,Brentford,MID
88,false,90,0,1,0,1,0,0,0,0,0,0,1,23,39.4,0.5,17.0,5.7,1,0.22,0.00,0.22,1.17,0,0,0,0,0,0,0,6,false,45,1.0,1.0,3.0,0.08,0.12,1.58,1.55,1.0,0.17,Nathan Collins,Brentford,DEF
89,false,16,0,0,0,0,0,0,0,0,0,0,0,3,1.8,1.3,0.0,0.3,0,0.00,0.00,0.00,0.67,0,0,0,0,0,0,0,1,false,51,1.5,1.5,1.8,0.1,0.32,1.53,1.3,1.06,0.32,Mikkel Damsgaard,Brentford,MID
90,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Dasilva,Brentford,MID
91,false,90,0,0,0,1,0,0,0,0,0,6,0,22,46.4,0.0,0.0,4.6,1,0.00,0.00,0.00,1.17,0,0,0,0,0,0,0,4,false,44,2.5,2.5,9.9,0.0,0.0,1.62,1.57,1.02,0.15,Mark Flekken,Brentford,GKP
92,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,43,0.0,-0.1,0.0,0.0,0.0,7.8,0.0,0.0,0.0,Rico Henry,Brentford,DEF
93,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,43,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aaron Hickey,Brentford,DEF
94,false,73,0,0,0,1,0,0,0,0,0,0,0,10,11.2,15.1,5.0,3.1,1,0.07,0.03,0.10,0.50,0,0,0,0,0,0,0,2,false,49,0.5,0.5,0.2,0.04,0.14,1.51,1.54,1.07,0.26,Vitaly Janelt,Brentford,MID
95,false,83,0,0,0,1,0,0,0,0,0,0,0,11,11.2,17.9,0.0,2.9,1,0.00,0.03,0.03,0.61,0,0,0,0,0,0,0,2,false,53,0.0,0.0,0.1,0.03,0.17,1.65,1.73,0.99,0.25,Mathias Jensen,Brentford,MID
96,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,false,39,0.0,0.0,0.3,0.0,0.0,1.03,0.0,0.0,0.0,Kim Ji-soo,Brentford,DEF
